,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
316,A5881,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray', 'BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer']",Tiny AVR Programmer,"[405, 1481, 137, 1336, 1638, 2412]",2431,"['<a_126><b_70><c_202>', '<a_126><b_231><c_246>', '<a_200><b_153><c_116>', '<a_200><b_153><c_93>', '<a_126><b_70><c_244>', '<a_134><b_234><c_169>']",<a_212><b_180><c_162>
317,A5881,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray', 'BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer', 'Tiny AVR Programmer']",2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU,"[405, 1481, 137, 1336, 1638, 2412, 2431]",2834,"['<a_126><b_70><c_202>', '<a_126><b_231><c_246>', '<a_200><b_153><c_116>', '<a_200><b_153><c_93>', '<a_126><b_70><c_244>', '<a_134><b_234><c_169>', '<a_212><b_180><c_162>']",<a_154><b_178><c_244>
318,A1308,"['Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2', 'iRobot Roomba 614 Robot Vacuum Cleaner, Self-Charging, Good for Pet Hair, Carpets, & Hard Floor Surfaces', 'FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity', 'Elegoo EL-CP-003 3pcs MB-102 Breadboard 830 Point Solderless Prototype PCB Board Kit for Arduino Proto Shield Distribution Connecting Blocks']",SE TL10 10-Piece Test Lead Set with Alligator Clips,"[406, 2254, 2375, 1879]",285,"['<a_135><b_27><c_48>', '<a_113><b_228><c_32>', '<a_236><b_12><c_238>', '<a_188><b_34><c_247>']",<a_117><b_244><c_93>
319,A1308,"['Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2', 'iRobot Roomba 614 Robot Vacuum Cleaner, Self-Charging, Good for Pet Hair, Carpets, & Hard Floor Surfaces', 'FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity', 'Elegoo EL-CP-003 3pcs MB-102 Breadboard 830 Point Solderless Prototype PCB Board Kit for Arduino Proto Shield Distribution Connecting Blocks', 'SE TL10 10-Piece Test Lead Set with Alligator Clips']","OCR 2.54mm Pitch Dual Row DIP IC Sockets Solder Type Adaptor Set 6,8,14,16,18,24,28,40 Pin Electronic Components Socket Adapter Connector 100pcs","[406, 2254, 2375, 1879, 285]",2327,"['<a_135><b_27><c_48>', '<a_113><b_228><c_32>', '<a_236><b_12><c_238>', '<a_188><b_34><c_247>', '<a_117><b_244><c_93>']",<a_188><b_147><c_101>
320,A1887,"['Pack of 12 3/8"" - 24 Fittings for 3/16"" tube', 'Anderson Metals Brass Pipe Fitting, 45 Degree Barstock Street Elbow, 1/8"" Female Pipe x 1/8"" Male Pipe', 'Electronics-Salon 20PCS Double-Side Prototype Board PCB, FR-4 Glass Fiber(50x70mm 5PCS, 40x60mm 5PCS, 30x70mm 5PCS, 20x80mm 5PCS)', '2W Metal Film Resistor Assorted Kit 1% tolerance 30Values 300pcs', 'Gardner Bender GHG-1538 5PK 3/8"" Grommet, Black', 'Ancor Heat Shrink Ring Terminals', 'Ancor Heat Shrink Ring Terminals', 'Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF', 'Anderson Metals 56115 Brass Pipe Fitting, Hex Drive Countersunk Plug, 3/8"" NPT Male Pipe', 'Eaton Weatherhead 3750X4 Brass CA360 Fitting, Street Tee, 1/4""NPT Female x NPT Male x NPT Female']",B and K Industries D08050P 1/2-Inch OD by 50-Feet Copper Tubing,"[2540, 1935, 2721, 2075, 2542, 2619, 2620, 906, 1904, 1622]",795,"['<a_28><b_189><c_145>', '<a_28><b_133><c_1>', '<a_188><b_193><c_121>', '<a_223><b_252><c_24>', '<a_34><b_38><c_41>', '<a_55><b_233><c_0>', '<a_55><b_233><c_0>', '<a_191><b_197><c_66>', '<a_28><b_255><c_208>', '<a_2><b_150><c_50>']",<a_109><b_151><c_116>
321,A1892,"['Duck Brand 300877 Professional Grade Electrical Tape, 3/4-Inch by 66 Feet, Single Roll, White', 'ABS Sheet - .118"" Thick, Black, 12"" x 24"" Nominal', 'RMP .125 3003 H14 Aluminum Sheet 12"" x 12']",CO-Z 5pcs Hss Cobalt Multiple Hole 50 Sizes Step Drill Bit Set with Aluminum Case,"[351, 1945, 1033]",329,"['<a_171><b_75><c_117>', '<a_24><b_4><c_237>', '<a_121><b_181><c_31>']",<a_26><b_95><c_19>
322,A1892,"['Duck Brand 300877 Professional Grade Electrical Tape, 3/4-Inch by 66 Feet, Single Roll, White', 'ABS Sheet - .118"" Thick, Black, 12"" x 24"" Nominal', 'RMP .125 3003 H14 Aluminum Sheet 12"" x 12', 'CO-Z 5pcs Hss Cobalt Multiple Hole 50 Sizes Step Drill Bit Set with Aluminum Case']",Temco 10 Lot 4 AWG 5/16 Hole Ring Terminal Lug Bare Copper Uninsulated Gauge,"[351, 1945, 1033, 329]",1959,"['<a_171><b_75><c_117>', '<a_24><b_4><c_237>', '<a_121><b_181><c_31>', '<a_26><b_95><c_19>']",<a_83><b_24><c_5>
323,A2169,"['10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New', 'BAFX Products&Acirc; - Decibel Meter/Sound Level Reader - W/Battery!', 'Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)', 'Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)']","Karter Scientific 206D2 Plastic Petri Dishes, 60 mm x 15 mm, 3 Vents, Sterile (Pack of 10)","[1808, 1525, 104, 205]",2062,"['<a_69><b_148><c_4>', '<a_80><b_0><c_32>', '<a_15><b_224><c_209>', '<a_254><b_26><c_66>']",<a_7><b_64><c_252>
324,A2527,"['Industrial & Scientific"" />', 'AmScope 25pc Assorted Specimen Collection of Prepared Microscope Slides Glass Slide with Storage Case', 'Super Lube 41160 Synthetic Grease (NLGI 2), 14.1 oz Canister, Translucent White', 'Nicholson 9 Piece Hand File Set with Ergonomic Handles, American Pattern']",Fluke Networks 26200900 Pro3000 Tone Generator with ABN Clips and RJ11 Plug,"[288, 1323, 1968, 806]",2564,"['<a_14><b_202><c_209>', '<a_170><b_209><c_53>', '<a_64><b_130><c_40>', '<a_230><b_95><c_84>']",<a_27><b_111><c_74>
325,A4283,"['Industrial & Scientific"" />']",Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,[48],540,['<a_77><b_91><c_81>'],<a_169><b_204><c_82>
326,A4283,"['Industrial & Scientific"" />', 'Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes']",Wixey WR25 Mini Digital Height Gauge,"[48, 540]",753,"['<a_77><b_91><c_81>', '<a_169><b_204><c_82>']",<a_163><b_126><c_151>
327,A4283,"['Industrial & Scientific"" />', 'Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes', 'Wixey WR25 Mini Digital Height Gauge']",KREG Tools SSW Kreg Screw Selector Wheel. Woodworking,"[48, 540, 753]",1091,"['<a_77><b_91><c_81>', '<a_169><b_204><c_82>', '<a_163><b_126><c_151>']",<a_215><b_3><c_132>
328,A4283,"['Industrial & Scientific"" />', 'Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes', 'Wixey WR25 Mini Digital Height Gauge', 'KREG Tools SSW Kreg Screw Selector Wheel. Woodworking']",Wixey WR300 Type 2 Digital Angle Gauge with Backlight&hellip;,"[48, 540, 753, 1091]",74,"['<a_77><b_91><c_81>', '<a_169><b_204><c_82>', '<a_163><b_126><c_151>', '<a_215><b_3><c_132>']",<a_80><b_219><c_37>
329,A4615,"['E3D All-metal v6 HotEnd Full Kit - 1.75mm Universal - Direct, 12v - Approximately 120mm PTFE (ASSEMBLY REQUIRED)', 'ELEGOO 5 Sets 28BYJ-48 ULN2003 5V Stepper Motor + ULN2003 Driver Board for Arduino', 'BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer']",Barge All Purpose Cement,"[2016, 2136, 2412]",1011,"['<a_93><b_117><c_213>', '<a_154><b_118><c_170>', '<a_134><b_234><c_169>']",<a_114><b_181><c_109>
330,A4615,"['E3D All-metal v6 HotEnd Full Kit - 1.75mm Universal - Direct, 12v - Approximately 120mm PTFE (ASSEMBLY REQUIRED)', 'ELEGOO 5 Sets 28BYJ-48 ULN2003 5V Stepper Motor + ULN2003 Driver Board for Arduino', 'BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer', 'Barge All Purpose Cement']","DIYmall 0.96"" Inch I2c IIC Serial 128x64 Oled LCD LED White Display Module for Arduino 51 Msp420 Stim32 SCR","[2016, 2136, 2412, 1011]",1387,"['<a_93><b_117><c_213>', '<a_154><b_118><c_170>', '<a_134><b_234><c_169>', '<a_114><b_181><c_109>']",<a_89><b_154><c_4>
331,A4615,"['E3D All-metal v6 HotEnd Full Kit - 1.75mm Universal - Direct, 12v - Approximately 120mm PTFE (ASSEMBLY REQUIRED)', 'ELEGOO 5 Sets 28BYJ-48 ULN2003 5V Stepper Motor + ULN2003 Driver Board for Arduino', 'BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer', 'Barge All Purpose Cement', 'DIYmall 0.96"" Inch I2c IIC Serial 128x64 Oled LCD LED White Display Module for Arduino 51 Msp420 Stim32 SCR']","Taulman BRIDGE Filament, 1.75 mm, BLACK","[2016, 2136, 2412, 1011, 1387]",2358,"['<a_93><b_117><c_213>', '<a_154><b_118><c_170>', '<a_134><b_234><c_169>', '<a_114><b_181><c_109>', '<a_89><b_154><c_4>']",<a_93><b_58><c_14>
332,A4701,"['Bearing 608ZZ Shielded 8x22x7 Miniature Ball Bearings(Pack of 10)', 'RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle', '100Pcs M3 3mm Female Thread Hex Metal Nut Fastener Silver Tone']",Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds,"[2160, 2833, 1821]",1398,"['<a_238><b_205><c_59>', '<a_154><b_220><c_12>', '<a_169><b_177><c_102>']",<a_221><b_135><c_184>
333,A4946,"['No Trespassing - This Property is Protected by Video Surveillance"" Label by SmartSign | 10"" x 7"" Laminated Vinyl', 'SummitLink Pack of 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo', 'Koch 7760110 Roller Chain Holder, 25 to #60', 'Seek Thermal Compact Imager for iOS-Apple', 'FLIR ONE Thermal Imager for Android']",Bissell 9595A CleanView Bagless Vacuum with OnePass,"[2292, 559, 2827, 1158, 790]",413,"['<a_94><b_163><c_212>', '<a_55><b_152><c_31>', '<a_246><b_255><c_9>', '<a_218><b_58><c_228>', '<a_142><b_156><c_3>']",<a_141><b_129><c_167>
334,A5724,"['1/8 inch x 55 yds Copper Foil Tape - (3mm x 50m) - EMI Shielding Conductive Adhesive', 'SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm', 'eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black']",Platform Sticker for QIDI TECH I 3D Printer: 5 pcs kit,"[1934, 2014, 958]",3016,"['<a_171><b_175><c_33>', '<a_93><b_198><c_70>', '<a_200><b_251><c_75>']",<a_236><b_211><c_111>
335,A5892,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red']",uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC,[1480],1684,['<a_126><b_70><c_208>'],<a_19><b_200><c_110>
336,A5892,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC']",Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[1480, 1684]",2177,"['<a_126><b_70><c_208>', '<a_19><b_200><c_110>']",<a_200><b_40><c_5>
337,A5892,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC', 'Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']",Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),"[1480, 1684, 2177]",2951,"['<a_126><b_70><c_208>', '<a_19><b_200><c_110>', '<a_200><b_40><c_5>']",<a_200><b_40><c_18>
338,A5892,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'uxcell 100 Pcs Zinc Plated Carbon Steel Rivet Nut Flat Head Insert Nutsert 1/4-20UNC', 'Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)', 'Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']","HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black","[1480, 1684, 2177, 2951]",2798,"['<a_126><b_70><c_208>', '<a_19><b_200><c_110>', '<a_200><b_40><c_5>', '<a_200><b_40><c_18>']",<a_126><b_171><c_173>
339,A6203,"['eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue', 'Inland 1.75mm Natural PETG 3D Printer Filament - 1kg Spool (2.2 Lbs)', 'Gizmo Dorks 1.75mm HIPS Filament 1kg / 2.2lb for 3D Printers, White', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark']",BIQU Upgrade Wear Resistant MK10 Nozzles M7 0.4mm Threaded Stainless Steel Nozzle Extrusion Head (Pack of 5pcs),"[1696, 2982, 2808, 2503]",2187,"['<a_95><b_171><c_3>', '<a_200><b_113><c_202>', '<a_126><b_216><c_5>', '<a_126><b_27><c_30>']",<a_110><b_110><c_34>
340,A522,"['Move-It 9299 6-Inch Steel Tri-Dolly, 200-lb Load Capacity', 'Senco A209809 18-Gauge-by-5/8-Inch to 1-1/4-Inch Electro Galvanized Variety Pack Brads', 'Genie- 100% OEM Genie/WD Corp OEM: Genie 20414R Carriage for Screw Drive Operators', 'MaxxHaul 70073 Solid Rubber Heavy Duty Wheel Chock with Eyebolt']","Anderson Metals 06130 Brass Pipe Fitting, 90 Degree Barstock Elbow, 1/4"" NPT Male x 1/4"" NPT Male Pipe","[440, 978, 1553, 1554]",529,"['<a_49><b_134><c_141>', '<a_205><b_52><c_159>', '<a_118><b_183><c_101>', '<a_229><b_177><c_35>']",<a_28><b_39><c_202>
341,A857,"['EastVita&reg; Watch Repair Magnifier Loupe 20X Glasses With LED Light', 'Insta-cure gap filling 2oz Bob Smith Ind.', 'Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads', 'Spectra 360 1208 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3)', 'Plastic Transfer Pipettes 3ml, Graduated, Pack of 100', 'Plymor 8"" x 10"", 2 Mil (Pack of 100) Zipper Reclosable Plastic Bags', 'Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer', '100 3/8"" Inch Chrome Steel Bearing Balls G25', 'The Hillman Group 58528 1/4 x 2-Inch Round Loop Wire Lock Pin, 4-Pack']",Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100),"[371, 892, 99, 1975, 122, 498, 582, 1978, 644]",194,"['<a_116><b_94><c_47>', '<a_224><b_1><c_16>', '<a_14><b_35><c_11>', '<a_139><b_116><c_218>', '<a_106><b_60><c_163>', '<a_196><b_59><c_82>', '<a_201><b_15><c_0>', '<a_238><b_47><c_37>', '<a_172><b_125><c_90>']",<a_195><b_183><c_228>
342,A1317,"['Stanley R120 Rivet Pack Assortment', 'Stanley MR100CG Contractor Grade Riveter', 'Loctite 1329837 243 Blue Medium Strength Threadlockers, 0.34 oz., 10 mL, 3/4"" Thread', 'Round Spacer, Aluminum, Plain Finish, #10 Screw Size, 3/8"" OD, 0.192"" ID, 1/8"" Length, Made in US (Pack of 10)', 'Wilton 11106 Wilton Bench Vise, Jaw Width 6-Inch, Jaw Opening 6-Inch', 'Wilton 11106 Wilton Bench Vise, Jaw Width 6-Inch, Jaw Opening 6-Inch', 'Neiko 53100A 4-Inch Pegboard Hooks and Organizer Assortment | 50-Piece Value Pack', 'RMP .125 3003 H14 Aluminum Sheet 12"" x 12', 'J-B Weld 50176 KwikWeld Steel Reinforced Epoxy Syringe - Dries Dark Grey - 25 ml', 'Wilton 11743 3-Inch Low Profile Drill Press Vise']","Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon","[491, 492, 35, 2483, 244, 244, 648, 1033, 1844, 2260]",34,"['<a_215><b_210><c_253>', '<a_215><b_23><c_97>', '<a_255><b_57><c_1>', '<a_57><b_134><c_248>', '<a_164><b_241><c_145>', '<a_164><b_241><c_145>', '<a_216><b_188><c_189>', '<a_121><b_181><c_31>', '<a_224><b_11><c_244>', '<a_49><b_6><c_54>']",<a_64><b_56><c_131>
343,A2391,"['Low Cost, Low Volume Resist., Electrically Conductive Silver Epoxy Adhesive, AA-DUCT 906 , 2.5gm kit', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning']","XTC-3D High Performance 3D Print Coating, 6.4 Oz","[867, 75, 1819]",2196,"['<a_233><b_75><c_153>', '<a_163><b_108><c_200>', '<a_95><b_176><c_55>']",<a_126><b_176><c_0>
344,A2391,"['Low Cost, Low Volume Resist., Electrically Conductive Silver Epoxy Adhesive, AA-DUCT 906 , 2.5gm kit', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning', 'XTC-3D High Performance 3D Print Coating, 6.4 Oz']",NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE,"[867, 75, 1819, 2196]",2173,"['<a_233><b_75><c_153>', '<a_163><b_108><c_200>', '<a_95><b_176><c_55>', '<a_126><b_176><c_0>']",<a_93><b_104><c_9>
345,A3868,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']",Craftsman 12004 6 Gallon 3 Peak HP Wet/Dry Vac,"[154, 154, 155]",1026,"['<a_142><b_169><c_0>', '<a_142><b_169><c_0>', '<a_142><b_169><c_0>']",<a_141><b_223><c_183>
346,A5533,"['WD-40 300052 Specialist Dirt and Dust Resistant Dry Lube PTFE Spray 10 OZ (Pack of 1)', '3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'Hilitchi 420pcs M2 M3 Stainless Steel Hex Socket Head Cap Screws Nuts Assortment Kit with Box (304 Stainless Steel)', '3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS', 'HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3']",HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3,"[1665, 2532, 2157, 944, 2351, 2829]",2156,"['<a_64><b_198><c_140>', '<a_126><b_132><c_3>', '<a_126><b_132><c_0>', '<a_169><b_84><c_0>', '<a_126><b_132><c_18>', '<a_154><b_192><c_13>']",<a_110><b_101><c_31>
347,A6134,"['3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",[2157],1979,['<a_126><b_132><c_0>'],<a_126><b_70><c_233>
348,A6134,"['3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver']","3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2157, 1979]",1510,"['<a_126><b_132><c_0>', '<a_126><b_70><c_233>']",<a_126><b_132><c_10>
349,A6134,"['3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver', '3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","[2157, 1979, 1510]",1231,"['<a_126><b_132><c_0>', '<a_126><b_70><c_233>', '<a_126><b_132><c_10>']",<a_126><b_132><c_242>
350,A6134,"['3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver', '3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm","[2157, 1979, 1510, 1231]",1828,"['<a_126><b_132><c_0>', '<a_126><b_70><c_233>', '<a_126><b_132><c_10>', '<a_126><b_132><c_242>']",<a_31><b_54><c_25>
351,A3391,"['Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire Terminals Connector Set', 'Stainless Steel 316 Pipe Fitting, Hex Countersunk Plug, Class 1000, 1/4"" NPT Male', '60pcs Splice Wire Connectors, Sopoby Quick Disconnects Wire Terminals, Fully Insulated Male Spade Crimp Connector Set, Yellow/Blue/Red', 'Black Split Loom, 1/2"" (100 ft.)']",Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,"[1627, 2283, 2569, 1142]",1169,"['<a_44><b_116><c_15>', '<a_28><b_49><c_90>', '<a_44><b_234><c_212>', '<a_83><b_81><c_168>']",<a_44><b_97><c_180>
352,A3415,"['Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-Inch', 'ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D', 'DEWALT DW8424B5 4-1/2-Inch by 0.045-Inch Metal Cutting Wheel, 7/8-Inch Arbor, 5-Pack', 'ProTapes Pro Duct 110 PE-Coated Cloth General Purpose Duct Tape, 60 yds Length x 2"" Width, Silver (Pack of 1)']","CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle","[425, 175, 817, 1134]",1649,"['<a_14><b_72><c_3>', '<a_2><b_103><c_235>', '<a_40><b_206><c_202>', '<a_15><b_228><c_17>']",<a_64><b_218><c_130>
353,A4879,"['3"" X 4"" 4-mil Clear Resealable Zipper Poly Shipping Bags (Qty=100)', 'Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags', 'Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags']",DuPont Teflon Non-Stick,"[1818, 1584, 1585]",822,"['<a_196><b_40><c_140>', '<a_196><b_59><c_6>', '<a_196><b_59><c_207>']",<a_141><b_81><c_215>
354,A4879,"['3"" X 4"" 4-mil Clear Resealable Zipper Poly Shipping Bags (Qty=100)', 'Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags', 'Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags', 'DuPont Teflon Non-Stick']",WallPeg pegboard hooks &ndash; locking peg hooks &ndash; 50 peg kit for tool storage and craft organizer,"[1818, 1584, 1585, 822]",2514,"['<a_196><b_40><c_140>', '<a_196><b_59><c_6>', '<a_196><b_59><c_207>', '<a_141><b_81><c_215>']",<a_216><b_215><c_4>
355,A5751,"['Amlong Crystal 2.5"" Optical Glass Triangular Prism for Teaching Light Spectrum Physics and Photo Photography Prism, 60mm', 'Hakko CHP 3-SA Stainless Steel Non-Magnetic Precision Tweezers with Very Fine Point Tips for Microelectronics Applications, 4-3/4"" Length', 'Premium Vials B37-12AM Boston Round Glass Bottle with Dropper, 2 oz Capacity, Amber (Pack of 12)', 'AUTOTOOLHOME 1/8"" 3/16"" 1/4"" 5/16"" 3/8"" 1/2""high Speed Steel HSS 4 Flute Straight End Mill Cutter Set of 6']",DAOKI 10PCS Digital DC 5V Amplifier Board Class D 23W USB Power Mini PAM8403 Audio Module,"[1451, 2211, 2644, 916]",861,"['<a_80><b_167><c_0>', '<a_164><b_217><c_6>', '<a_39><b_132><c_248>', '<a_26><b_23><c_58>']",<a_174><b_147><c_206>
